Question,SQL Query,Method,Table,Label
By what percentage are Bose speakers priced lower than JBL speakers when using the JBL price as the baseline for comparison?,"SELECT ((SELECT Price FROM ProductDetails WHERE Category = ""Speakers"" AND Brand = ""Bose"") - (SELECT Price FROM ProductDetails WHERE Category = ""Speakers"" AND Brand = ""JBL"")) * 100.0 / NULLIF((SELECT Price FROM ProductDetails WHERE Category = ""Speakers"" AND Brand = ""JBL""), 0) AS Price;",percentage_change,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Category</th>
      <th>Accessories</th>
      <th>Audio</th>
      <th>Headphones</th>
      <th>Speakers</th>
    </tr>
    <tr>
      <th>Brand</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Apple</th>
      <td>362.517672</td>
      <td>181.917637</td>
      <td>365.888709</td>
      <td>395.872342</td>
    </tr>
    <tr>
      <th>Bose</th>
      <td>276.814745</td>
      <td>NaN</td>
      <td>387.957635</td>
      <td>69.894859</td>
    </tr>
    <tr>
      <th>JBL</th>
      <td>407.036102</td>
      <td>NaN</td>
      <td>392.737553</td>
      <td>127.629486</td>
    </tr>
    <tr>
      <th>Sony</th>
      <td>276.670123</td>
      <td>371.978076</td>
      <td>324.014178</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",-45.23612
By what percentage does the weight of Dell's Tablet exceed that of Apple's Laptop?,"SELECT ((SELECT Weight FROM ElectronicDevices WHERE DeviceType = ""Tablet"" AND BrandName = ""Dell"") - (SELECT Weight FROM ElectronicDevices WHERE DeviceType = ""Laptop"" AND BrandName = ""Apple"")) * 100.0 / NULLIF((SELECT Weight FROM ElectronicDevices WHERE DeviceType = ""Laptop"" AND BrandName = ""Apple""), 0) AS Weight;",percentage_change,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>BrandName</th>
      <th>Apple</th>
      <th>Dell</th>
      <th>Lenovo</th>
      <th>Samsung</th>
      <th>Sony</th>
    </tr>
    <tr>
      <th>DeviceType</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Laptop</th>
      <td>493.650032</td>
      <td>1836.604236</td>
      <td>402.524956</td>
      <td>800.918585</td>
      <td>455.907059</td>
    </tr>
    <tr>
      <th>Smartphone</th>
      <td>750.646723</td>
      <td>892.152453</td>
      <td>379.663384</td>
      <td>927.740633</td>
      <td>1308.954581</td>
    </tr>
    <tr>
      <th>Smartwatch</th>
      <td>1046.326600</td>
      <td>1555.621747</td>
      <td>1027.573904</td>
      <td>814.296424</td>
      <td>1496.288272</td>
    </tr>
    <tr>
      <th>Tablet</th>
      <td>1160.208435</td>
      <td>1637.240092</td>
      <td>1828.776100</td>
      <td>251.025693</td>
      <td>1253.613060</td>
    </tr>
  </tbody>
</table>",231.660081
"By what percentage does the battery capacity of green Android devices differ from that of blue iOS devices, considering the iOS blue capacity as the reference point?","SELECT ((SELECT BatteryCapacity FROM SmartphoneSpecifications WHERE OperatingSystem = ""Android"" AND Color = ""Green"") - (SELECT BatteryCapacity FROM SmartphoneSpecifications WHERE OperatingSystem = ""iOS"" AND Color = ""Blue"")) * 100.0 / NULLIF((SELECT BatteryCapacity FROM SmartphoneSpecifications WHERE OperatingSystem = ""iOS"" AND Color = ""Blue""), 0) AS BatteryCapacity;",percentage_change,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>Color</th>
      <th colspan=""2"" halign=""left"">Black</th>
      <th colspan=""2"" halign=""left"">Blue</th>
      <th colspan=""2"" halign=""left"">Green</th>
      <th>White</th>
    </tr>
    <tr>
      <th>OperatingSystem</th>
      <th>Android</th>
      <th>iOS</th>
      <th>Android</th>
      <th>iOS</th>
      <th>Android</th>
      <th>iOS</th>
      <th>iOS</th>
    </tr>
    <tr>
      <th>CameraResolution</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>108 MP</th>
      <td>4366.791106</td>
      <td>NaN</td>
      <td>3126.618638</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>3806.683548</td>
      <td>3561.075086</td>
    </tr>
    <tr>
      <th>12 MP</th>
      <td>4072.154571</td>
      <td>NaN</td>
      <td>1704.596781</td>
      <td>NaN</td>
      <td>2308.651882</td>
      <td>1479.626329</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>48 MP</th>
      <td>NaN</td>
      <td>1699.077942</td>
      <td>4759.001917</td>
      <td>4424.500417</td>
      <td>NaN</td>
      <td>4502.905209</td>
      <td>1645.710671</td>
    </tr>
  </tbody>
</table>",-47.821185
By what percentage does the cost of a Smartphone featuring 128GB of storage with a three-year warranty exceed the price of a Bluetooth Speaker with deep bass and a one-year warranty?,"SELECT ((SELECT RetailPrice FROM ElectronicsSpecifications WHERE ProductDescription = ""Smartphone with 128GB Storage"" AND WarrantyPeriod = ""3"") - (SELECT RetailPrice FROM ElectronicsSpecifications WHERE ProductDescription = ""Bluetooth Speaker with Deep Bass"" AND WarrantyPeriod = ""1"")) * 100.0 / NULLIF((SELECT RetailPrice FROM ElectronicsSpecifications WHERE ProductDescription = ""Bluetooth Speaker with Deep Bass"" AND WarrantyPeriod = ""1""), 0) AS RetailPrice;",percentage_change,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>WarrantyPeriod</th>
      <th>1</th>
      <th>3</th>
    </tr>
    <tr>
      <th>ProductDescription</th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>4K Ultra HD Television - 55 inch</th>
      <td>NaN</td>
      <td>1226.150650</td>
    </tr>
    <tr>
      <th>Bluetooth Speaker with Deep Bass</th>
      <td>1590.709908</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Smartphone with 128GB Storage</th>
      <td>NaN</td>
      <td>1706.976054</td>
    </tr>
    <tr>
      <th>Wireless Noise Cancelling Headphones</th>
      <td>NaN</td>
      <td>1238.530725</td>
    </tr>
  </tbody>
</table>",7.309073
By what percentage is the cost of a Paper Mate stapler lower than that of a Swingline tape?,"SELECT ((SELECT Price FROM OfficeSupplies WHERE ProductType = ""Stapler"" AND BrandName = ""Paper Mate"") - (SELECT Price FROM OfficeSupplies WHERE ProductType = ""Tape"" AND BrandName = ""Swingline"")) * 100.0 / NULLIF((SELECT Price FROM OfficeSupplies WHERE ProductType = ""Tape"" AND BrandName = ""Swingline""), 0) AS Price;",percentage_change,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>Color</th>
      <th colspan=""3"" halign=""left"">Black</th>
      <th colspan=""2"" halign=""left"">Blue</th>
      <th colspan=""3"" halign=""left"">Green</th>
      <th colspan=""3"" halign=""left"">Red</th>
      <th colspan=""4"" halign=""left"">Yellow</th>
    </tr>
    <tr>
      <th>BrandName</th>
      <th>Paper Mate</th>
      <th>Sharpie</th>
      <th>Swingline</th>
      <th>Bic</th>
      <th>Moleskine</th>
      <th>Bic</th>
      <th>Sharpie</th>
      <th>Swingline</th>
      <th>Moleskine</th>
      <th>Paper Mate</th>
      <th>Sharpie</th>
      <th>Moleskine</th>
      <th>Paper Mate</th>
      <th>Sharpie</th>
      <th>Swingline</th>
    </tr>
    <tr>
      <th>ProductType</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Highlighter</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>76.189040</td>
      <td>15.972150</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>26.788697</td>
      <td>NaN</td>
      <td>41.797493</td>
      <td>NaN</td>
      <td>15.271794</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Notebook</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>19.617782</td>
      <td>18.225203</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Pen</th>
      <td>NaN</td>
      <td>85.208322</td>
      <td>82.914547</td>
      <td>20.991987</td>
      <td>NaN</td>
      <td>39.038565</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>52.880732</td>
      <td>74.61702</td>
      <td>4.922776</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Stapler</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>17.573103</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>9.501069</td>
      <td>94.588466</td>
    </tr>
    <tr>
      <th>Tape</th>
      <td>15.089264</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>64.427953</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>42.573452</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",-72.724412
By what percentage is the cost of Sticky Notes (from Art Supplies) greater than that of Printer Paper (from Office Equipment) in the office supplies inventory?,"SELECT ((SELECT UnitPrice FROM OfficeSupplies WHERE ProductName = ""Sticky Notes"" AND Category = ""Art Supplies"") - (SELECT UnitPrice FROM OfficeSupplies WHERE ProductName = ""Printer Paper"" AND Category = ""Office Equipment"")) * 100.0 / NULLIF((SELECT UnitPrice FROM OfficeSupplies WHERE ProductName = ""Printer Paper"" AND Category = ""Office Equipment""), 0) AS UnitPrice;",percentage_change,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>Brand</th>
      <th>BIC</th>
      <th>HP</th>
      <th>Pilot</th>
      <th>Post-it</th>
      <th>Staples</th>
    </tr>
    <tr>
      <th>ProductName</th>
      <th>Category</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">Highlighter</th>
      <th>Art Supplies</th>
      <td>NaN</td>
      <td>70.870297</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Office Equipment</th>
      <td>27.342888</td>
      <td>NaN</td>
      <td>13.616784</td>
      <td>NaN</td>
      <td>120.162796</td>
    </tr>
    <tr>
      <th>Stationery</th>
      <td>42.685754</td>
      <td>NaN</td>
      <td>74.199053</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th rowspan=""2"" valign=""top"">Notebook</th>
      <th>Art Supplies</th>
      <td>NaN</td>
      <td>74.582828</td>
      <td>NaN</td>
      <td>70.319698</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Office Equipment</th>
      <td>60.154907</td>
      <td>NaN</td>
      <td>88.012148</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Printer Paper</th>
      <th>Art Supplies</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>105.339811</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Office Equipment</th>
      <td>NaN</td>
      <td>55.442383</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Stationery</th>
      <td>6.549164</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>26.212881</td>
    </tr>
    <tr>
      <th>Stapler</th>
      <th>Stationery</th>
      <td>NaN</td>
      <td>94.808339</td>
      <td>NaN</td>
      <td>107.180165</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Sticky Notes</th>
      <th>Art Supplies</th>
      <td>NaN</td>
      <td>73.035337</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Office Equipment</th>
      <td>NaN</td>
      <td>18.773618</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Stationery</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>128.585281</td>
      <td>NaN</td>
      <td>48.573745</td>
    </tr>
  </tbody>
</table>",31.731959
By what percentage is the price of a notebook crafted from wood lower than that of a highlighter made from plastic?,"SELECT ((SELECT Price FROM OfficeSupplies WHERE ProductType = ""Notebook"" AND Material = ""Wood"") - (SELECT Price FROM OfficeSupplies WHERE ProductType = ""Highlighter"" AND Material = ""Plastic"")) * 100.0 / NULLIF((SELECT Price FROM OfficeSupplies WHERE ProductType = ""Highlighter"" AND Material = ""Plastic""), 0) AS Price;",percentage_change,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>ProductType</th>
      <th>Folder</th>
      <th>Highlighter</th>
      <th>Notebook</th>
      <th>Pen</th>
      <th>Stapler</th>
    </tr>
    <tr>
      <th>Material</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Metal</th>
      <td>2.563909</td>
      <td>45.264540</td>
      <td>35.335917</td>
      <td>17.488841</td>
      <td>6.213314</td>
    </tr>
    <tr>
      <th>Paper</th>
      <td>26.428820</td>
      <td>30.914210</td>
      <td>37.761541</td>
      <td>10.241983</td>
      <td>45.360579</td>
    </tr>
    <tr>
      <th>Plastic</th>
      <td>47.038553</td>
      <td>42.435421</td>
      <td>42.253190</td>
      <td>38.793053</td>
      <td>48.556443</td>
    </tr>
    <tr>
      <th>Wood</th>
      <td>31.230023</td>
      <td>26.131906</td>
      <td>20.295365</td>
      <td>16.817987</td>
      <td>6.445938</td>
    </tr>
  </tbody>
</table>",-52.173527
What is the percentage change in cost when comparing a Samsung smartphone to a Sony laptop?,"SELECT ((SELECT Price FROM ElectronicDevices WHERE DeviceName = ""Smartphone"" AND Brand = ""Samsung"") - (SELECT Price FROM ElectronicDevices WHERE DeviceName = ""Laptop"" AND Brand = ""Sony"")) * 100.0 / NULLIF((SELECT Price FROM ElectronicDevices WHERE DeviceName = ""Laptop"" AND Brand = ""Sony""), 0) AS Price;",percentage_change,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Brand</th>
      <th>Apple</th>
      <th>Dell</th>
      <th>HP</th>
      <th>Samsung</th>
      <th>Sony</th>
    </tr>
    <tr>
      <th>DeviceName</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Camera</th>
      <td>1188.909940</td>
      <td>2662.986242</td>
      <td>NaN</td>
      <td>1527.489196</td>
      <td>4522.342975</td>
    </tr>
    <tr>
      <th>Laptop</th>
      <td>NaN</td>
      <td>7632.692496</td>
      <td>7351.696947</td>
      <td>7851.535432</td>
      <td>7694.733110</td>
    </tr>
    <tr>
      <th>Smartphone</th>
      <td>4941.644417</td>
      <td>7051.341184</td>
      <td>229.892837</td>
      <td>3106.100540</td>
      <td>6182.956713</td>
    </tr>
    <tr>
      <th>Smartwatch</th>
      <td>NaN</td>
      <td>172.551603</td>
      <td>NaN</td>
      <td>2792.826770</td>
      <td>3150.603392</td>
    </tr>
    <tr>
      <th>Tablet</th>
      <td>437.833237</td>
      <td>NaN</td>
      <td>7167.198541</td>
      <td>1014.857807</td>
      <td>3462.628135</td>
    </tr>
  </tbody>
</table>",-59.633421
By what percentage does the cost of the OnePlus 9 rise when purchased from Apple instead of directly from OnePlus?,"SELECT ((SELECT Price FROM ElectronicDevices WHERE DeviceModel = ""OnePlus 9"" AND Manufacturer = ""Apple"") - (SELECT Price FROM ElectronicDevices WHERE DeviceModel = ""OnePlus 9"" AND Manufacturer = ""OnePlus"")) * 100.0 / NULLIF((SELECT Price FROM ElectronicDevices WHERE DeviceModel = ""OnePlus 9"" AND Manufacturer = ""OnePlus""), 0) AS Price;",percentage_change,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>ReleaseYear</th>
      <th>2020</th>
      <th>2021</th>
      <th>2022</th>
      <th>2023</th>
    </tr>
    <tr>
      <th>DeviceModel</th>
      <th>Manufacturer</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">Galaxy S21</th>
      <th>Apple</th>
      <td>NaN</td>
      <td>650.079375</td>
      <td>816.036260</td>
      <td>250.431880</td>
    </tr>
    <tr>
      <th>Google</th>
      <td>NaN</td>
      <td>166.722038</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Samsung</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>377.966239</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">OnePlus 9</th>
      <th>Apple</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>1360.070037</td>
    </tr>
    <tr>
      <th>Google</th>
      <td>NaN</td>
      <td>1183.953925</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>OnePlus</th>
      <td>1153.309551</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Pixel 6</th>
      <th>Apple</th>
      <td>NaN</td>
      <td>905.485684</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Google</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>1379.811860</td>
      <td>1390.868903</td>
    </tr>
    <tr>
      <th>OnePlus</th>
      <td>NaN</td>
      <td>198.096422</td>
      <td>407.797869</td>
      <td>1472.280274</td>
    </tr>
    <tr>
      <th>Samsung</th>
      <td>1162.638285</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">iPhone 13</th>
      <th>Google</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>380.267581</td>
    </tr>
    <tr>
      <th>OnePlus</th>
      <td>772.989629</td>
      <td>437.703682</td>
      <td>1447.228349</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Samsung</th>
      <td>1040.136064</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",17.927579
"By what percentage does the weight of the ""Mechanical Pencil - 0.5mm"" classified as a Pen differ from the weight of the ""Gel Pen - Blue Ink"" categorized as a Highlighter?","SELECT ((SELECT ProductWeight FROM StationeryProducts WHERE ProductName = ""Mechanical Pencil - 0.5mm"" AND ProductCategory = ""Pen"") - (SELECT ProductWeight FROM StationeryProducts WHERE ProductName = ""Gel Pen - Blue Ink"" AND ProductCategory = ""Highlighter"")) * 100.0 / NULLIF((SELECT ProductWeight FROM StationeryProducts WHERE ProductName = ""Gel Pen - Blue Ink"" AND ProductCategory = ""Highlighter""), 0) AS ProductWeight;",percentage_change,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>ProductCategory</th>
      <th>Highlighter</th>
      <th>Notebook</th>
      <th>Pen</th>
      <th>Pencil</th>
    </tr>
    <tr>
      <th>ProductName</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Gel Pen - Blue Ink</th>
      <td>0.397419</td>
      <td>0.289038</td>
      <td>0.621365</td>
      <td>0.336403</td>
    </tr>
    <tr>
      <th>Highlighter - Yellow</th>
      <td>1.591026</td>
      <td>1.301506</td>
      <td>0.319092</td>
      <td>0.187575</td>
    </tr>
    <tr>
      <th>Mechanical Pencil - 0.5mm</th>
      <td>1.916673</td>
      <td>0.483099</td>
      <td>0.245659</td>
      <td>0.992517</td>
    </tr>
    <tr>
      <th>Spiral Notebook - A5 Size</th>
      <td>0.319403</td>
      <td>0.266802</td>
      <td>1.829179</td>
      <td>1.898066</td>
    </tr>
  </tbody>
</table>",-38.186324
